Type,Body_Type,Region,Make,Make_Tier,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
FX,Other,Jeddah,INFINITI,Premium Luxury,Automatic,Gulf Arabic,Full,2012,5.3,235000,59500
Attrage,Other,Jazan,Mitsubishi,Midrange,Automatic,Saudi,Semi Full,2021,1.2,3000,35000
Expedition,SUV,Riyadh,Ford,Midrange,Automatic,Saudi,Semi Full,2012,2.1,215000,25500
Patrol,SUV,Tabouk,Nissan,Midrange,Manual,Gulf Arabic,Standard,2013,4.0,200,80000
Accent,Sedan,Dammam,Hyundai,Midrange,Automatic,Saudi,Standard,2017,1.4,102000,27500
Charger,Sedan,Makkah,Dodge,Midrange,Automatic,Gulf Arabic,Standard,2021,3.5,1700,110000
Sentra,Other,Riyadh,Nissan,Midrange,Automatic,Saudi,Standard,2018,1.6,64000,36500
Accent,Sedan,Jeddah,Hyundai,Midrange,Automatic,Saudi,Standard,2019,1.4,72000,36500
Hilux,Pickup,Aseer,Toyota,Midrange,Manual,Saudi,Semi Full,2009,2.7,426000,32000
A8,Luxury,Riyadh,Audi,Premium Luxury,Automatic,Other,Full,2015,3.0,9400,110000
Yaris,Hatchback,Jeddah,Toyota,Midrange,Automatic,Saudi,Semi Full,2016,1.5,155000,32000
Tucson,SUV,Riyadh,Hyundai,Midrange,Automatic,Saudi,Semi Full,2016,2.0,157000,50000
L300,Other,Riyadh,Mitsubishi,Midrange,Manual,Saudi,Standard,2014,2.0,120000,23000
Range Rover,SUV,Al-Medina,Land Rover,Premium Luxury,Automatic,Saudi,Full,2009,5.0,214000,85000
H1,Van,Al-Medina,Hyundai,Midrange,Automatic,Saudi,Semi Full,2015,2.4,131000,42000
Patrol,SUV,Dammam,Nissan,Midrange,Manual,Saudi,Standard,2006,4.0,106000,37000
Aveo,Hatchback,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Standard,2017,1.5,118000,20000
Camry,Sedan,Dammam,Toyota,Midrange,Manual,Saudi,Standard,2001,2.5,439000,12000
Camry,Sedan,Riyadh,Toyota,Midrange,Automatic,Saudi,Standard,2017,2.5,190144,54000
CLS,Other,Jeddah,Mercedes,Premium Luxury,Automatic,Saudi,Full,2014,3.5,88000,110000
A6,Sedan,Al-Medina,Audi,Premium Luxury,Automatic,Saudi,Semi Full,2018,3.0,92000,88000
Carnival,MPV,Dammam,Kia,Midrange,Automatic,Saudi,Semi Full,2016,3.3,243000,46000
Accent,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2018,1.4,69000,35000
Hilux,Pickup,Riyadh,Toyota,Midrange,Manual,Gulf Arabic,Semi Full,2020,2.7,27000,104500
Land Cruiser,SUV,Dammam,Toyota,Midrange,Automatic,Saudi,Full,2011,4.7,140000,110000
GL,SUV,Makkah,Mercedes,Premium Luxury,Automatic,Saudi,Full,2015,5.0,32000,183000
Accent,Sedan,Qassim,Hyundai,Midrange,Manual,Saudi,Semi Full,2010,1.2,198,12000
D-MAX,Pickup,Riyadh,Isuzu,Midrange,Manual,Saudi,Standard,2018,2.5,39000,72000
Yaris,Hatchback,Riyadh,Toyota,Midrange,Automatic,Saudi,Standard,2018,1.5,62000,35000
Accent,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2019,1.4,93239,40500
Charger,Sedan,Riyadh,Dodge,Midrange,Automatic,Saudi,Standard,2015,3.6,54300,63000
Explorer,SUV,Riyadh,Ford,Midrange,Automatic,Other,Full,2013,3.5,111251,74000
Hilux,Pickup,Al-Namas,Toyota,Midrange,Manual,Saudi,Full,2013,2.7,186,70000
Carnival,MPV,Riyadh,Kia,Midrange,Automatic,Gulf Arabic,Semi Full,2017,3.8,77000,58000
Expedition,SUV,Riyadh,Ford,Midrange,Automatic,Gulf Arabic,Semi Full,2014,5.4,204000,45000
Patrol,SUV,Riyadh,Nissan,Midrange,Automatic,Saudi,Full,2015,5.6,228000,130000
Pathfinder,SUV,Jeddah,Nissan,Midrange,Automatic,Saudi,Standard,2014,3.5,24000,50000
Coaster,Van,Dammam,Toyota,Midrange,Manual,Saudi,Standard,2014,3.0,195000,75000
Taurus,Sedan,Jeddah,Ford,Midrange,Automatic,Saudi,Full,2015,6.3,113220,82500
Tahoe,SUV,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Full,2012,5.3,281,65000
Accord,Sedan,Jeddah,Honda,Midrange,Automatic,Saudi,Full,2012,3.5,225000,32000
Hilux,Pickup,Jeddah,Toyota,Midrange,Manual,Gulf Arabic,Semi Full,2017,2.7,18000,77000
Discovery,SUV,Dammam,Land Rover,Premium Luxury,Automatic,Saudi,Full,2018,2.0,500,240000
Land Cruiser,SUV,Riyadh,Toyota,Midrange,Manual,Saudi,Full,2003,4.6,395735,55000
Optima,Sedan,Riyadh,Kia,Midrange,Automatic,Saudi,Semi Full,2015,2.4,173588,36500
Duster,SUV,Dammam,Renault,Entry Level,Automatic,Saudi,Standard,2016,2.0,157000,18000
LX,Other,Makkah,Lexus,Premium Luxury,Automatic,Saudi,Full,2012,5.7,309,150000
Hilux,Pickup,Riyadh,Toyota,Midrange,Manual,Gulf Arabic,Full,2014,2.4,290000,40000
Cruze,Sedan,Jeddah,Chevrolet,Midrange,Automatic,Other,Full,2016,1.6,136000,25000
The 7,Luxury,Riyadh,BMW,Premium Luxury,Automatic,Gulf Arabic,Full,2017,1.4,90000,165000
Yukon,SUV,Riyadh,GMC,Midrange,Automatic,Saudi,Full,2016,6.2,152000,122000
Sonata,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2019,2.4,49000,65000
Victoria,Sedan,Makkah,Ford,Midrange,Automatic,Other,Semi Full,2011,4.6,150000,38000
Avalon,Sedan,Makkah,Toyota,Midrange,Automatic,Saudi,Full,2011,3.5,150000,58000
The 7,Luxury,Riyadh,BMW,Premium Luxury,Automatic,Gulf Arabic,Full,2017,2.0,87000,175000
Corolla,Sedan,Aseer,Toyota,Midrange,Automatic,Saudi,Standard,2017,1.6,110,46000
Optima,Sedan,Riyadh,Kia,Midrange,Automatic,Saudi,Semi Full,2016,2.4,190000,42000
Prado,Other,Al-Ahsa,Toyota,Midrange,Automatic,Gulf Arabic,Full,2017,4.0,140000,125000
Expedition,SUV,Riyadh,Ford,Midrange,Automatic,Saudi,Standard,2013,5.4,145000,38000
RX5,SUV,Riyadh,MG,Midrange,Automatic,Saudi,Full,2020,2.0,7855,65500
Suburban,Other,Riyadh,Chevrolet,Midrange,Automatic,Other,Semi Full,2001,5.3,500000,15000
Camry,Sedan,Riyadh,Toyota,Midrange,Automatic,Saudi,Standard,2017,2.5,109862,59500
Taurus,Sedan,Riyadh,Ford,Midrange,Automatic,Saudi,Standard,2018,2.0,78508,65000
Blazer,SUV,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Standard,2006,3.6,457000,10000
Montero2,Other,Jeddah,Mercury,Entry Level,Automatic,Saudi,Semi Full,2006,6.0,394360,15000
Impala,Sedan,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2015,3.6,145462,55000
GS,Other,Riyadh,Lexus,Premium Luxury,Automatic,Saudi,Semi Full,2013,3.5,287000,85000
Datsun,Other,Riyadh,Nissan,Midrange,Automatic,Saudi,Semi Full,2016,2.7,109766,50500
Camry,Sedan,Jeddah,Toyota,Midrange,Manual,Saudi,Full,2001,4.0,350000,25000
Taurus,Sedan,Dammam,Ford,Midrange,Automatic,Saudi,Standard,2018,3.5,65000,76000
Camry,Sedan,Riyadh,Toyota,Midrange,Automatic,Saudi,Full,2018,3.5,80000,95000
Odyssey,MPV,Dammam,Honda,Midrange,Automatic,Saudi,Standard,2015,3.5,192000,58000
Cadenza,Sedan,Riyadh,Kia,Midrange,Automatic,Saudi,Standard,2016,3.3,145000,63000
APV,Van,Dammam,Suzuki,Entry Level,Manual,Saudi,Standard,2016,1.6,329000,28000
Victoria,Sedan,Riyadh,Ford,Midrange,Automatic,Saudi,Semi Full,2010,3.5,280000,26000
Hiace,Van,Dammam,Toyota,Midrange,Manual,Saudi,Standard,2017,2.7,223000,77000
Camry,Sedan,Riyadh,Toyota,Midrange,Automatic,Saudi,Standard,2017,2.4,133000,48000
Sonata,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Semi Full,2017,2.4,20000,36000
Yaris,Hatchback,Riyadh,Toyota,Midrange,Automatic,Saudi,Full,2014,1.5,375000,24000
Camry,Sedan,Hafar Al-Batin,Toyota,Midrange,Automatic,Saudi,Full,2013,2.5,410000,40000
Escalade,Other,Dammam,Cadillac,Premium Luxury,Automatic,Gulf Arabic,Semi Full,2016,6.2,130000,180000
A6,Sedan,Riyadh,Audi,Premium Luxury,Automatic,Saudi,Semi Full,2013,3.0,74924,71500
Maxima,Sedan,Riyadh,Nissan,Midrange,Automatic,Gulf Arabic,Semi Full,2014,3.5,180,40000
Navigator,SUV,Khobar,Lincoln,Premium Luxury,Automatic,Gulf Arabic,Full,2008,5.7,532000,35000
Caprice,Sedan,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Standard,2006,3.6,380000,5000
Victoria,Sedan,Najran,Ford,Midrange,Automatic,Saudi,Full,2011,4.6,128,48000
Sunny,Sedan,Riyadh,Nissan,Midrange,Automatic,Saudi,Standard,2018,1.5,69000,28000
Innova,MPV,Dammam,Toyota,Midrange,Automatic,Saudi,Standard,2020,2.7,50000,83000
Cadenza,Sedan,Tabouk,Kia,Midrange,Automatic,Gulf Arabic,Full,2016,3.3,100,77000
Hilux,Pickup,Dammam,Toyota,Midrange,Manual,Saudi,Full,2016,2.7,28000,95000
Odyssey,MPV,Riyadh,Honda,Midrange,Automatic,Saudi,Full,2016,6.0,189000,57000
Yaris,Hatchback,Riyadh,Toyota,Midrange,Automatic,Saudi,Standard,2019,1.5,33504,38000
Yaris,Hatchback,Jeddah,Toyota,Midrange,Automatic,Saudi,Standard,2018,1.5,114000,32000
Impala,Sedan,Al-Ahsa,Chevrolet,Midrange,Automatic,Other,Full,2015,3.6,169000,72000
Ciocca,Other,Qassim,Toyota,Midrange,Automatic,Saudi,Semi Full,2014,1.6,28000,75000
Pajero,SUV,Al-Medina,Mitsubishi,Midrange,Automatic,Gulf Arabic,Full,2016,3.8,200,60000
Yukon,SUV,Riyadh,GMC,Midrange,Automatic,Saudi,Semi Full,2008,1.6,250000,22000
FJ,SUV,Dammam,Toyota,Midrange,Automatic,Saudi,Semi Full,2017,4.0,127000,117000
The 5,Luxury,Jeddah,BMW,Premium Luxury,Automatic,Saudi,Semi Full,2015,2.0,89000,80000
Sonata,Sedan,Aseer,Hyundai,Midrange,Automatic,Saudi,Semi Full,2011,2.4,450,18000
Camry,Sedan,Riyadh,Toyota,Midrange,Automatic,Saudi,Full,2017,2.5,166,55000
Silverado,Pickup,Jubail,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2018,5.3,112000,77000
Accent,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2018,1.4,68000,27000
Datsun,Other,Taef,Nissan,Midrange,Manual,Other,Full,2015,2.4,261000,35000
H6,SUV,Jeddah,HAVAL,Midrange,Automatic,Saudi,Full,2020,2.0,2000,69000
Land Cruiser Pickup,Pickup,Riyadh,Toyota,Midrange,Manual,Saudi,Full,2018,4.0,81499,123000
Land Cruiser,SUV,Dammam,Toyota,Midrange,Automatic,Saudi,Full,2021,4.6,20000,296000
Z370,Other,Jazan,Nissan,Midrange,Automatic,Saudi,Semi Full,2015,3.7,111075,80000
Hiace,Van,Jubail,Toyota,Midrange,Manual,Saudi,Standard,2012,2.7,126000,35000
Fusion,Sedan,Riyadh,Ford,Midrange,Automatic,Saudi,Standard,2016,2.5,107590,54500
C,Other,Dammam,Mercedes,Premium Luxury,Automatic,Other,Full,2015,2.0,82000,109000
S,Other,Riyadh,Mercedes,Premium Luxury,Automatic,Saudi,Full,2012,3.0,140000,95000
Expedition,SUV,Riyadh,Ford,Midrange,Automatic,Saudi,Semi Full,2012,3.6,170000,45000
FJ,SUV,Hail,Toyota,Midrange,Automatic,Saudi,Full,2014,9.0,308000,75000
S,Other,Dammam,Mercedes,Premium Luxury,Automatic,Gulf Arabic,Full,2002,3.0,101000,38000
Land Cruiser,SUV,Sakaka,Toyota,Midrange,Automatic,Saudi,Full,2014,4.6,310000,100000
Accent,Sedan,Al-Medina,Hyundai,Midrange,Automatic,Saudi,Standard,2013,1.4,85000,16000
Tahoe,SUV,Aseer,Chevrolet,Midrange,Automatic,Saudi,Standard,2018,5.3,39000,147000
Land Cruiser,SUV,Riyadh,Toyota,Midrange,Automatic,Saudi,Full,2012,4.6,250000,85000
Pajero,SUV,Jeddah,Mitsubishi,Midrange,Automatic,Saudi,Full,2016,3.8,75000,70000
Accord,Sedan,Al-Ahsa,Honda,Midrange,Automatic,Saudi,Semi Full,2019,1.5,11000,95800
Accent,Sedan,Dammam,Hyundai,Midrange,Automatic,Saudi,Standard,2015,1.4,176000,24000
Pajero,SUV,Jeddah,Mitsubishi,Midrange,Automatic,Saudi,Full,2016,3.8,91000,67000
X-Trail,SUV,Dammam,Nissan,Midrange,Automatic,Saudi,Semi Full,2017,2.5,99000,62000
Other,Other,Riyadh,Geely,Entry Level,Automatic,Saudi,Full,2017,1.4,45000,36000
Accent,Sedan,Dammam,Hyundai,Midrange,Automatic,Saudi,Standard,2017,1.4,112000,28500
Elantra,Sedan,Al-Medina,Hyundai,Midrange,Automatic,Saudi,Standard,2019,1.6,84000,51000
Corolla,Sedan,Riyadh,Toyota,Midrange,Automatic,Saudi,Full,2020,1.6,58000,65000
Grand Cherokee,SUV,Riyadh,Jeep,Midrange,Automatic,Saudi,Full,2014,5.7,120000,85000
Impala,Sedan,Aseer,Chevrolet,Midrange,Automatic,Saudi,Standard,2016,3.5,139000,65000
Azera,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2018,3.5,98530,56500
Impala,Sedan,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2014,3.6,80000,45000
Sierra,SUV,Dammam,GMC,Midrange,Automatic,Saudi,Semi Full,2016,6.0,450000,71000
Camry,Sedan,Dammam,Toyota,Midrange,Automatic,Saudi,Semi Full,2017,2.5,63000,63000
H6,SUV,Dammam,HAVAL,Midrange,Automatic,Saudi,Semi Full,2020,2.0,5000,70000
ES,Luxury,Jeddah,Lexus,Premium Luxury,Automatic,Saudi,Full,2019,2.0,47000,190000
Cerato,Other,Riyadh,Kia,Midrange,Automatic,Saudi,Standard,2020,1.6,36000,53000
Bus County,Van,Riyadh,Hyundai,Midrange,Manual,Saudi,Standard,2016,3.9,132852,85000
Range Rover,SUV,Riyadh,Land Rover,Premium Luxury,Automatic,Saudi,Full,2020,5.0,26000,575000
Seltos,Other,Riyadh,Kia,Midrange,Automatic,Saudi,Semi Full,2021,1.6,10000,75000
Sonata,Sedan,Dammam,Hyundai,Midrange,Automatic,Saudi,Semi Full,2013,2.4,348,22000
Cerato,Other,Al-Ahsa,Kia,Midrange,Automatic,Gulf Arabic,Semi Full,2017,1.6,78000,37500
Previa,MPV,Riyadh,Toyota,Midrange,Automatic,Gulf Arabic,Full,2017,2.4,183000,70000
Senta fe,SUV,Riyadh,Hyundai,Midrange,Automatic,Saudi,Semi Full,2020,3.5,3773,124500
Datsun,Other,Riyadh,Nissan,Midrange,Manual,Saudi,Standard,2016,2.4,2389,62000
Sunny,Sedan,Abha,Nissan,Midrange,Manual,Other,Semi Full,2007,2.8,300020,15000
Rav4,SUV,Dammam,Toyota,Midrange,Automatic,Saudi,Standard,2018,2.5,134000,66000
CT-S,Other,Riyadh,Cadillac,Premium Luxury,Automatic,Saudi,Semi Full,2012,3.0,70000,50000
Corolla,Sedan,Dammam,Toyota,Midrange,Automatic,Saudi,Standard,2015,1.6,176277,37000
CS75,SUV,Riyadh,Changan,Entry Level,Automatic,Saudi,Full,2017,1.8,107000,37000
H1,Van,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2018,2.4,79237,58500
Hilux,Pickup,Riyadh,Toyota,Midrange,Manual,Saudi,Semi Full,2016,2.7,258000,62000
X,Other,Riyadh,BMW,Premium Luxury,Automatic,Saudi,Full,2014,5.0,138000,105000
Sportage,Other,Al-Ahsa,Kia,Midrange,Automatic,Saudi,Standard,2019,1.6,75000,60000
Stinger,Other,Dammam,Kia,Midrange,Automatic,Saudi,Full,2020,3.3,7000,160000
C300,Sedan,Al-Ahsa,Chrysler,Entry Level,Automatic,Other,Semi Full,2015,3.6,109000,70000
Avalon,Sedan,Riyadh,Toyota,Midrange,Automatic,Saudi,Semi Full,2020,3.5,30000,127000
Yukon,SUV,Riyadh,GMC,Midrange,Automatic,Saudi,Semi Full,2017,6.0,61339,155000
Hilux,Pickup,Khobar,Toyota,Midrange,Manual,Gulf Arabic,Full,2016,2.7,106000,73000
Corolla,Sedan,Riyadh,Toyota,Midrange,Automatic,Saudi,Semi Full,2018,1.6,43000,54500
Land Cruiser,SUV,Riyadh,Toyota,Midrange,Automatic,Gulf Arabic,Semi Full,2014,4.6,106000,129000
Land Cruiser,SUV,Riyadh,Toyota,Midrange,Automatic,Saudi,Semi Full,2016,5.7,120000,205000
Land Cruiser,SUV,Tabouk,Toyota,Midrange,Automatic,Other,Full,2003,4.6,225,35000
Eado,Other,Riyadh,Changan,Entry Level,Automatic,Saudi,Semi Full,2020,1.5,61760,42000
Yukon,SUV,Riyadh,GMC,Midrange,Automatic,Saudi,Full,2009,6.2,20000,56000
Furniture,Other,Dammam,Toyota,Midrange,Automatic,Saudi,Semi Full,2018,2.7,224000,85000
Explorer,SUV,Riyadh,Ford,Midrange,Automatic,Saudi,Standard,2010,6.0,35000,160000
Cadenza,Sedan,Riyadh,Kia,Midrange,Automatic,Saudi,Standard,2012,3.6,147000,25000
GS,Other,Al-Ahsa,Lexus,Premium Luxury,Automatic,Gulf Arabic,Full,2017,1.0,69000,163000
Sunny,Sedan,Al-Medina,Nissan,Midrange,Automatic,Saudi,Standard,2019,1.5,66000,29000
Caprice,Sedan,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Standard,2013,6.0,79159,75000
CX5,SUV,Khobar,Mazda,Midrange,Automatic,Saudi,Full,2021,2.5,845,129000
ES,Luxury,Riyadh,Lexus,Premium Luxury,Automatic,Saudi,Semi Full,2013,3.5,200000,75000
Mustang,Coupe/Sports,Jeddah,Ford,Midrange,Manual,Other,Full,2004,4.6,172,35000
Other,Other,Khobar,Porsche,Premium Luxury,Automatic,Saudi,Full,2020,5.0,18000,375000
Accent,Sedan,Dammam,Hyundai,Midrange,Automatic,Saudi,Standard,2019,1.4,70900,40000
Rio,Hatchback,Riyadh,Kia,Midrange,Automatic,Saudi,Standard,2017,1.4,144024,27500
Hilux,Pickup,Qurayyat,Toyota,Midrange,Manual,Gulf Arabic,Full,2016,1.6,120,60000
Caprice,Sedan,Dammam,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2008,3.5,255000,25000
X-Terra,SUV,Qassim,Nissan,Midrange,Automatic,Saudi,Full,2013,4.0,95000,61000
Tahoe,SUV,Jeddah,Chevrolet,Midrange,Automatic,Saudi,Full,2007,5.6,257000,35000
CS35 Plus,Other,Riyadh,Changan,Entry Level,Automatic,Saudi,Full,2020,1.4,64355,60000
SRT,Other,Hafar Al-Batin,Chrysler,Entry Level,Automatic,Saudi,Full,2015,6.4,200,115000
Sierra,SUV,Dammam,GMC,Midrange,Automatic,Saudi,Standard,2018,5.3,95000,93000
Mustang,Coupe/Sports,Riyadh,Ford,Midrange,Manual,Saudi,Semi Full,2010,4.0,169000,50000
S,Other,Dammam,Mercedes,Premium Luxury,Automatic,Saudi,Semi Full,2018,5.0,30000,335000
Expedition,SUV,Riyadh,Ford,Midrange,Automatic,Other,Standard,2013,1.4,190000,47000
The 7,Luxury,Al-Medina,BMW,Premium Luxury,Automatic,Saudi,Semi Full,2008,2.0,176000,26000
Sunny,Sedan,Riyadh,Nissan,Midrange,Automatic,Saudi,Standard,2018,1.5,88000,29000
Taurus,Sedan,Dammam,Ford,Midrange,Automatic,Other,Semi Full,2018,3.5,75000,96000
CLA,Sedan,Riyadh,Mercedes,Premium Luxury,Automatic,Saudi,Full,2017,2.0,103000,110000
Fusion,Sedan,Dammam,Ford,Midrange,Automatic,Other,Semi Full,2012,2.5,300000,18000
Range Rover,SUV,Riyadh,Land Rover,Premium Luxury,Automatic,Other,Full,2016,5.0,101839,220000
Elantra,Sedan,Al-Ahsa,Hyundai,Midrange,Automatic,Saudi,Full,2015,2.0,250000,32000
Sonata,Sedan,Qassim,Hyundai,Midrange,Automatic,Other,Full,2017,2.0,42157,55000
Malibu,Sedan,Makkah,Chevrolet,Midrange,Automatic,Saudi,Full,2014,2.6,138,27000
Rio,Hatchback,Makkah,Kia,Midrange,Automatic,Saudi,Standard,2016,1.6,80000,25000
Land Cruiser,SUV,Dammam,Toyota,Midrange,Automatic,Gulf Arabic,Full,2019,5.7,101000,220000
Malibu,Sedan,Dammam,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2013,2.5,250000,30000
Land Cruiser,SUV,Riyadh,Toyota,Midrange,Automatic,Saudi,Semi Full,2020,4.5,10000,259000
Accord,Sedan,Riyadh,Honda,Midrange,Automatic,Saudi,Full,2016,3.5,89000,80000
Taurus,Sedan,Khobar,Ford,Midrange,Automatic,Other,Full,2010,3.5,254000,35000
Camry,Sedan,Dammam,Toyota,Midrange,Automatic,Gulf Arabic,Semi Full,2017,2.5,120500,50000
Prado,Other,Khobar,Toyota,Midrange,Automatic,Saudi,Standard,2011,4.0,263000,55000
Land Cruiser,SUV,Jazan,Toyota,Midrange,Manual,Saudi,Standard,2004,4.6,425000,35000
Rush,SUV,Makkah,Toyota,Midrange,Automatic,Saudi,Semi Full,2021,1.5,10000,55000
Victoria,Sedan,Dammam,Ford,Midrange,Automatic,Saudi,Semi Full,2015,4.6,130000,70000
Land Cruiser Pickup,Pickup,Al-Medina,Toyota,Midrange,Manual,Saudi,Standard,2014,6.0,192000,73000
Focus,Hatchback,Riyadh,Ford,Midrange,Automatic,Saudi,Standard,2014,1.5,75000,21000
Land Cruiser Pickup,Pickup,Riyadh,Toyota,Midrange,Manual,Saudi,Semi Full,2014,3.0,175000,72000
Aveo,Hatchback,Dammam,Chevrolet,Midrange,Automatic,Other,Standard,2014,1.6,88000,13000
Hilux,Pickup,Jeddah,Toyota,Midrange,Automatic,Saudi,Semi Full,2016,2.7,95000,85000
Land Cruiser Pickup,Pickup,Jeddah,Toyota,Midrange,Manual,Saudi,Full,2019,4.0,67000,95000
Sonata,Sedan,Riyadh,Hyundai,Midrange,Automatic,Saudi,Semi Full,2017,2.4,194814,55000
The 5,Luxury,Dammam,BMW,Premium Luxury,Automatic,Gulf Arabic,Semi Full,2020,1.9,7800,177000
Hilux,Pickup,Riyadh,Toyota,Midrange,Manual,Saudi,Full,2017,2.7,100000,90000
Prado,Other,Riyadh,Toyota,Midrange,Automatic,Saudi,Semi Full,2016,4.0,201000,107000
Eado,Other,Jeddah,Changan,Entry Level,Automatic,Saudi,Full,2021,1.6,1000,60000
ES,Luxury,Al-Namas,Lexus,Premium Luxury,Automatic,Saudi,Full,2007,3.5,250000,25000
ES,Luxury,Riyadh,Lexus,Premium Luxury,Automatic,Gulf Arabic,Standard,2018,3.5,65000,122000
Hiace,Van,Jeddah,Toyota,Midrange,Manual,Saudi,Standard,2000,2.7,2000,12000
Impala,Sedan,Riyadh,Chevrolet,Midrange,Automatic,Saudi,Standard,2018,3.6,52000,75000
Elantra,Sedan,Dammam,Hyundai,Midrange,Automatic,Saudi,Semi Full,2019,1.6,86000,54000
GLC,Luxury,Riyadh,Mercedes,Premium Luxury,Automatic,Other,Standard,2020,2.0,15391,265000
Land Cruiser,SUV,Dammam,Toyota,Midrange,Automatic,Gulf Arabic,Full,2020,4.6,19800,265000
C300,Sedan,Jeddah,Chrysler,Entry Level,Automatic,Saudi,Full,2005,5.7,300000,20000
Picanto,Hatchback,Al-Medina,Kia,Midrange,Automatic,Saudi,Standard,2015,1.0,133000,18500
Malibu,Sedan,Dammam,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2016,2.5,203000,32000
Challenger,Coupe/Sports,Dammam,Dodge,Midrange,Automatic,Other,Full,2018,4.5,90000,113000
D-MAX,Pickup,Riyadh,Isuzu,Midrange,Manual,Saudi,Standard,2018,2.5,203957,68500
Tahoe,SUV,Jeddah,Chevrolet,Midrange,Automatic,Saudi,Semi Full,2017,5.7,55000,153000
Sierra,SUV,Al-Ahsa,GMC,Midrange,Automatic,Saudi,Standard,2011,5.3,272000,41000
Prado,Other,Riyadh,Toyota,Midrange,Manual,Gulf Arabic,Semi Full,2003,4.0,450000,30000
G,Other,Dammam,Mercedes,Premium Luxury,Automatic,Saudi,Full,2017,4.0,113000,330000
Hiace,Van,Dammam,Toyota,Midrange,Manual,Saudi,Standard,2016,2.4,245743,65000
K5,Other,Al-Ahsa,Kia,Midrange,Automatic,Saudi,Semi Full,2021,2.5,12000,94000
Accord,Sedan,Riyadh,Honda,Midrange,Automatic,Saudi,Standard,2012,1.0,251000,38000
Furniture,Other,Taef,Toyota,Midrange,Automatic,Saudi,Full,2016,4.0,235000,85000
X-Trail,SUV,Qassim,Nissan,Midrange,Automatic,Saudi,Full,2018,2.5,86500,74000
Patrol,SUV,Jeddah,Nissan,Midrange,Automatic,Saudi,Standard,2016,4.8,93000,83000
Accent,Sedan,Dammam,Hyundai,Midrange,Automatic,Saudi,Standard,2019,1.4,56400,38000
Accord,Sedan,Riyadh,Honda,Midrange,Automatic,Saudi,Full,2016,3.5,350000,50000
The 5,Luxury,Jeddah,BMW,Premium Luxury,Automatic,Saudi,Full,2019,2.0,40000,220000
Accent,Sedan,Dammam,Hyundai,Midrange,Automatic,Saudi,Standard,2019,1.4,57000,35000
Armada,SUV,Jeddah,Nissan,Midrange,Automatic,Saudi,Full,2012,5.6,138000,60000
Charger,Sedan,Yanbu,Dodge,Midrange,Automatic,Saudi,Full,2013,5.7,144000,59000
Charger,Sedan,Riyadh,Dodge,Midrange,Automatic,Saudi,Standard,2018,3.6,99288,84500
Maxima,Sedan,Riyadh,Nissan,Midrange,Automatic,Saudi,Semi Full,2017,1.0,121000,64000
Hilux,Pickup,Riyadh,Toyota,Midrange,Automatic,Saudi,Full,2012,2.7,127000,65000
Yukon,SUV,Riyadh,GMC,Midrange,Automatic,Saudi,Full,2013,5.3,194000,80000
6,Sedan,Jubail,Mazda,Midrange,Automatic,Gulf Arabic,Semi Full,2015,2.0,278,40000
C,Other,Riyadh,Mercedes,Premium Luxury,Automatic,Gulf Arabic,Semi Full,2019,3.0,5000,187000
CX9,SUV,Jeddah,Mazda,Midrange,Automatic,Saudi,Standard,2020,2.5,20000,115000
Camry,Sedan,Riyadh,Toyota,Midrange,Manual,Other,Full,2007,1.1,450000,11000
Blazer,SUV,Jubail,Chevrolet,Midrange,Automatic,Saudi,Standard,2015,3.6,180000,40000
H1,Van,Jeddah,Hyundai,Midrange,Automatic,Saudi,Full,2014,2.4,146000,40000
Sorento,Other,Riyadh,Kia,Midrange,Automatic,Saudi,Standard,2015,3.3,94283,55500
H1,Van,Riyadh,Hyundai,Midrange,Automatic,Saudi,Standard,2018,2.4,129000,55000
Expedition,SUV,Khobar,Ford,Midrange,Automatic,Saudi,Standard,2014,5.4,243500,45000
Fluence,Sedan,Riyadh,Renault,Entry Level,Automatic,Saudi,Semi Full,2014,1.6,135000,18000
Optima,Sedan,Riyadh,Kia,Midrange,Automatic,Saudi,Standard,2018,2.4,40000,55000
LX,Other,Riyadh,Lexus,Premium Luxury,Automatic,Gulf Arabic,Full,2020,5.7,13000,420000
Yukon,SUV,Riyadh,GMC,Midrange,Automatic,Saudi,Semi Full,2018,6.0,168000,150000
